File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF251WBM	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000AVC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										KDM4A-human	DNA						2012-08-06	ENCODE		see document		1	1_1							/files/ENCFF064DDT/, /files/ENCFF589FCD/	5885234	ENCODE Processing Pipeline	1ccf05e6410abbc6ffdd6c46b89be348		https://www.encodeproject.org/files/ENCFF251WBM/@@download/ENCFF251WBM.bed.gz				released	s3://encode-public/2017/09/29/5fbf2df7-3cba-4720-9e6b-570685f70f59/ENCFF251WBM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/09/29/5fbf2df7-3cba-4720-9e6b-570685f70f59/ENCFF251WBM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length	severe bottlenecking	
ENCFF205WRX	bed narrowPeak	bed	narrowPeak	pseudoreplicated IDR thresholded peaks	GRCh38	ENCSR000AVC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										KDM4A-human	DNA						2012-08-06	ENCODE		see document		1	1_1							/files/ENCFF419RSJ/, /files/ENCFF251WBM/	607618	ENCODE Processing Pipeline	96533091e13e519c3fb04b10b28d68c6		https://www.encodeproject.org/files/ENCFF205WRX/@@download/ENCFF205WRX.bed.gz				released	s3://encode-public/2017/09/29/53de119b-60a1-4fc5-9afb-1d452effcea4/ENCFF205WRX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/09/29/53de119b-60a1-4fc5-9afb-1d452effcea4/ENCFF205WRX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length	severe bottlenecking	
ENCFF628VOW	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000AVC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										KDM4A-human	DNA						2012-08-06	ENCODE		see document		1	1_1							/files/ENCFF623AJW/, /files/ENCFF381IYY/, /files/ENCFF451YMU/, /files/ENCFF457WSL/, /files/ENCFF853FRF/	4342162	ENCODE Processing Pipeline	8060e92febb375b96be57ca1d3fd6adf		https://www.encodeproject.org/files/ENCFF628VOW/@@download/ENCFF628VOW.bed.gz				released	s3://encode-public/2021/03/20/637b2c60-1862-4145-851d-65b2a733fbce/ENCFF628VOW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/20/637b2c60-1862-4145-851d-65b2a733fbce/ENCFF628VOW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.7.1 GRCh38	released	low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length	severe bottlenecking	
ENCFF021QGZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AVC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										KDM4A-human	DNA						2012-08-06	ENCODE		see document		1	1_1							/files/ENCFF623AJW/, /files/ENCFF451YMU/, /files/ENCFF457WSL/, /files/ENCFF356LFX/, /files/ENCFF381IYY/, /files/ENCFF853FRF/	619130	ENCODE Processing Pipeline	1f1bfb8de62a6052e7f400606e8eec6d		https://www.encodeproject.org/files/ENCFF021QGZ/@@download/ENCFF021QGZ.bed.gz				released	s3://encode-public/2021/03/20/9d7f2074-a917-4a1b-bfa1-0c74a198645b/ENCFF021QGZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/20/9d7f2074-a917-4a1b-bfa1-0c74a198645b/ENCFF021QGZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.7.1 GRCh38	released	low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length	severe bottlenecking	
ENCFF147SHY	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BHM	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF948LKH/, /files/ENCFF312WAT/	4756156	ENCODE Processing Pipeline	5f726a422daeef97956cccd58a3236de		https://www.encodeproject.org/files/ENCFF147SHY/@@download/ENCFF147SHY.bed.gz				released	s3://encode-public/2016/12/14/ee1f6aaf-bcaf-4b20-89b2-0eb031732a2e/ENCFF147SHY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/14/ee1f6aaf-bcaf-4b20-89b2-0eb031732a2e/ENCFF147SHY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	moderate library complexity, low read depth, low read length		
ENCFF876VJF	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BHM	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF696GNV/, /files/ENCFF948LKH/	3400221	ENCODE Processing Pipeline	0ed143eb8b5fd8d3c570c6c65d3e94e1		https://www.encodeproject.org/files/ENCFF876VJF/@@download/ENCFF876VJF.bed.gz				released	s3://encode-public/2016/12/14/da94a649-ee77-423c-b4d8-60d99fdb0417/ENCFF876VJF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/14/da94a649-ee77-423c-b4d8-60d99fdb0417/ENCFF876VJF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	moderate library complexity, low read depth, low read length		
ENCFF238RWM	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BHM	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF696GNV/, /files/ENCFF312WAT/, /files/ENCFF948LKH/	4939003	ENCODE Processing Pipeline	8b9380257bdd6f17d0b02854fe876145		https://www.encodeproject.org/files/ENCFF238RWM/@@download/ENCFF238RWM.bed.gz				released	s3://encode-public/2016/12/14/13167ab8-2e0b-4f7b-8908-a21a478bd818/ENCFF238RWM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/14/13167ab8-2e0b-4f7b-8908-a21a478bd818/ENCFF238RWM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	moderate library complexity, low read depth, low read length		
ENCFF690IGM	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BHM	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF238RWM/, /files/ENCFF147SHY/, /files/ENCFF876VJF/, /files/ENCFF419RSJ/	244589	ENCODE Processing Pipeline	799b50271b9b81eeb4818ca865efc167		https://www.encodeproject.org/files/ENCFF690IGM/@@download/ENCFF690IGM.bed.gz				released	s3://encode-public/2016/12/14/86779471-5893-45d3-a8d8-f1fb2fc245d1/ENCFF690IGM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/14/86779471-5893-45d3-a8d8-f1fb2fc245d1/ENCFF690IGM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	moderate library complexity, low read depth, low read length		
ENCFF403CAJ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000BHM	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF238RWM/, /files/ENCFF147SHY/, /files/ENCFF876VJF/, /files/ENCFF419RSJ/	280001	ENCODE Processing Pipeline	9f84b13c5eb67b5b9b2abc6d136f1972		https://www.encodeproject.org/files/ENCFF403CAJ/@@download/ENCFF403CAJ.bed.gz				released	s3://encode-public/2016/12/14/eacbb8bf-5535-42dd-b0c6-ebe69ef6b544/ENCFF403CAJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/14/eacbb8bf-5535-42dd-b0c6-ebe69ef6b544/ENCFF403CAJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	moderate library complexity, low read depth, low read length		
ENCFF892LSV	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BHM	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF810HCK/, /files/ENCFF770DLI/, /files/ENCFF595PNZ/	2647198	ENCODE Processing Pipeline	780e5f50ba34ec7953f6c6c946e51588		https://www.encodeproject.org/files/ENCFF892LSV/@@download/ENCFF892LSV.bed.gz				released	s3://encode-public/2020/12/11/d77bfb2f-00bf-42eb-8566-99aee6e44e32/ENCFF892LSV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/d77bfb2f-00bf-42eb-8566-99aee6e44e32/ENCFF892LSV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, low read depth, low read length		
ENCFF994VZH	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BHM	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF810HCK/, /files/ENCFF356LFX/, /files/ENCFF770DLI/, /files/ENCFF595PNZ/	216718	ENCODE Processing Pipeline	30c99ef723c5d15c3c844fa4c457cdcb		https://www.encodeproject.org/files/ENCFF994VZH/@@download/ENCFF994VZH.bed.gz				released	s3://encode-public/2020/12/11/6919c228-4f9e-4d4b-8fc9-7a806cee0c4a/ENCFF994VZH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/6919c228-4f9e-4d4b-8fc9-7a806cee0c4a/ENCFF994VZH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, low read depth, low read length		
ENCFF550ULM	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BHM	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF810HCK/, /files/ENCFF770DLI/, /files/ENCFF595PNZ/	2451091	ENCODE Processing Pipeline	9637ed41051942c01b71f35a003aa1da		https://www.encodeproject.org/files/ENCFF550ULM/@@download/ENCFF550ULM.bed.gz				released	s3://encode-public/2020/12/11/90243271-4bf9-4a91-a5aa-19ae2aed0890/ENCFF550ULM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/90243271-4bf9-4a91-a5aa-19ae2aed0890/ENCFF550ULM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, low read depth, low read length		
ENCFF676LLF	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BHM	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF770DLI/, /files/ENCFF595PNZ/	843839	ENCODE Processing Pipeline	df1b8b6e40eb275d438dddfc67657e03		https://www.encodeproject.org/files/ENCFF676LLF/@@download/ENCFF676LLF.bed.gz				released	s3://encode-public/2020/12/11/619619c0-95c6-409a-bd23-11b8ab3f17aa/ENCFF676LLF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/619619c0-95c6-409a-bd23-11b8ab3f17aa/ENCFF676LLF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, low read depth, low read length		
ENCFF498DTC	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BHM	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF356LFX/, /files/ENCFF770DLI/, /files/ENCFF595PNZ/	140542	ENCODE Processing Pipeline	5f642d61cc7812e4fee2b23e874420f5		https://www.encodeproject.org/files/ENCFF498DTC/@@download/ENCFF498DTC.bed.gz				released	s3://encode-public/2020/12/11/365c3d40-4fd9-488b-ad4e-b24735a924fa/ENCFF498DTC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/365c3d40-4fd9-488b-ad4e-b24735a924fa/ENCFF498DTC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, low read depth, low read length		
ENCFF601FZH	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000BHM	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF810HCK/, /files/ENCFF595PNZ/	1219615	ENCODE Processing Pipeline	7b8d9e46acc346a9d84a980e3c92a94d		https://www.encodeproject.org/files/ENCFF601FZH/@@download/ENCFF601FZH.bed.gz				released	s3://encode-public/2020/12/11/d1f79557-aa5c-491d-a2cd-163f97c78695/ENCFF601FZH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/d1f79557-aa5c-491d-a2cd-163f97c78695/ENCFF601FZH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, low read depth, low read length		
ENCFF004KSU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BHM	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF810HCK/, /files/ENCFF356LFX/, /files/ENCFF595PNZ/	167184	ENCODE Processing Pipeline	1d00bebe65e3b96a8ef7e68b286491e2		https://www.encodeproject.org/files/ENCFF004KSU/@@download/ENCFF004KSU.bed.gz				released	s3://encode-public/2020/12/11/8d799a6e-597e-4de1-9c57-374fe08c4231/ENCFF004KSU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/8d799a6e-597e-4de1-9c57-374fe08c4231/ENCFF004KSU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, low read depth, low read length		
ENCFF738LQB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BHM	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										REST-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF810HCK/, /files/ENCFF356LFX/, /files/ENCFF770DLI/, /files/ENCFF595PNZ/	240141	ENCODE Processing Pipeline	7659937d11724a7d347130b5a0c356d2		https://www.encodeproject.org/files/ENCFF738LQB/@@download/ENCFF738LQB.bed.gz				released	s3://encode-public/2020/12/11/a4648dff-af42-4692-88bf-252ddd758979/ENCFF738LQB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/a4648dff-af42-4692-88bf-252ddd758979/ENCFF738LQB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, low read depth, low read length		
ENCFF158MXS	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000AQC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										RBBP5-human	DNA						2012-03-06	ENCODE		see document		1	1_1							/files/ENCFF064DDT/, /files/ENCFF491ABD/	5647625	ENCODE Processing Pipeline	09567b760aa9ebf2bc30a7e762859996		https://www.encodeproject.org/files/ENCFF158MXS/@@download/ENCFF158MXS.bed.gz				released	s3://encode-public/2017/03/10/38dc4e25-8961-4b18-8381-25e082861e47/ENCFF158MXS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/10/38dc4e25-8961-4b18-8381-25e082861e47/ENCFF158MXS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	borderline replicate concordance, low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length		
ENCFF943OOS	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000AQC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										RBBP5-human	DNA						2012-03-06	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF064DDT/, /files/ENCFF491ABD/, /files/ENCFF195XAG/	6648223	ENCODE Processing Pipeline	9d27c01c044e6ffdee6917882ccab592		https://www.encodeproject.org/files/ENCFF943OOS/@@download/ENCFF943OOS.bed.gz				released	s3://encode-public/2017/03/10/5637ea43-0b10-4685-8897-aee85adbcb6c/ENCFF943OOS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/10/5637ea43-0b10-4685-8897-aee85adbcb6c/ENCFF943OOS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	borderline replicate concordance, low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length		
ENCFF226ETR	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000AQC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										RBBP5-human	DNA						2012-03-06	ENCODE		see document		2	2_1							/files/ENCFF064DDT/, /files/ENCFF195XAG/	5969326	ENCODE Processing Pipeline	f79a73473604cf1630a6ea78097f0ad1		https://www.encodeproject.org/files/ENCFF226ETR/@@download/ENCFF226ETR.bed.gz				released	s3://encode-public/2017/03/10/b04f66d1-82a0-4813-ab3a-ca7a14b6b0ca/ENCFF226ETR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/10/b04f66d1-82a0-4813-ab3a-ca7a14b6b0ca/ENCFF226ETR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	borderline replicate concordance, low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length		
ENCFF967SJM	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000AQC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										RBBP5-human	DNA						2012-03-06	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF226ETR/, /files/ENCFF943OOS/, /files/ENCFF158MXS/	365702	ENCODE Processing Pipeline	990479c1ff2c6f8f85f66873fd4d7c2d		https://www.encodeproject.org/files/ENCFF967SJM/@@download/ENCFF967SJM.bed.gz				released	s3://encode-public/2017/03/10/dbe5f7b5-81ab-4086-8a14-54dc1443301c/ENCFF967SJM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/10/dbe5f7b5-81ab-4086-8a14-54dc1443301c/ENCFF967SJM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	borderline replicate concordance, low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length		
ENCFF607WCG	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000AQC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										RBBP5-human	DNA						2012-03-06	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF226ETR/, /files/ENCFF943OOS/, /files/ENCFF158MXS/	423333	ENCODE Processing Pipeline	1d5d4fc00b50a874cda80b9556bfb60d		https://www.encodeproject.org/files/ENCFF607WCG/@@download/ENCFF607WCG.bed.gz				released	s3://encode-public/2017/03/10/d3e0c224-094a-42b3-9d82-f5917224bf58/ENCFF607WCG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/10/d3e0c224-094a-42b3-9d82-f5917224bf58/ENCFF607WCG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	borderline replicate concordance, low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length		
ENCFF561RIX	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000AQC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										RBBP5-human	DNA						2012-03-06	ENCODE		see document		1	1_1							/files/ENCFF451YMU/, /files/ENCFF984XUN/, /files/ENCFF853FRF/, /files/ENCFF623AJW/, /files/ENCFF381IYY/	4072834	ENCODE Processing Pipeline	d3f4ecbde86b68e826ce35b621a3ab89		https://www.encodeproject.org/files/ENCFF561RIX/@@download/ENCFF561RIX.bed.gz				released	s3://encode-public/2021/03/20/f7547b7b-f529-465d-9000-1fae6534114c/ENCFF561RIX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/20/f7547b7b-f529-465d-9000-1fae6534114c/ENCFF561RIX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.7.1 GRCh38	released	borderline replicate concordance, low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length		
ENCFF813OWZ	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR000AQC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										RBBP5-human	DNA						2012-03-06	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF451YMU/, /files/ENCFF381IYY/, /files/ENCFF984XUN/, /files/ENCFF853FRF/, /files/ENCFF623AJW/, /files/ENCFF064ADI/	5585092	ENCODE Processing Pipeline	3ca302b293c79899e05d26e274911bc2		https://www.encodeproject.org/files/ENCFF813OWZ/@@download/ENCFF813OWZ.bed.gz				released	s3://encode-public/2021/03/20/d032cb4a-cef9-4f47-be8c-4b12dd648ff4/ENCFF813OWZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/20/d032cb4a-cef9-4f47-be8c-4b12dd648ff4/ENCFF813OWZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.7.1 GRCh38	released	borderline replicate concordance, low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length		
ENCFF610PCN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AQC	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										RBBP5-human	DNA						2012-03-06	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF451YMU/, /files/ENCFF381IYY/, /files/ENCFF984XUN/, /files/ENCFF853FRF/, /files/ENCFF623AJW/, /files/ENCFF064ADI/	395806	ENCODE Processing Pipeline	4a52900ba3e9a48ab0a2947076b9efd4		https://www.encodeproject.org/files/ENCFF610PCN/@@download/ENCFF610PCN.bed.gz				released	s3://encode-public/2021/03/20/2a3b9db5-be0d-4ae7-b22f-6961a4733d3d/ENCFF610PCN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/20/2a3b9db5-be0d-4ae7-b22f-6961a4733d3d/ENCFF610PCN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.7.1 GRCh38	released	borderline replicate concordance, low read depth, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read length		
